Gene_ID,PC9_CTRL_NOTX_1,PC9_CTRL_NOTX_2,PC9_CTRL_NOTX_3,PC9_CTRL_OT_1,PC9_CTRL_OT_2,PC9_CTRL_OT_3,PC9_YAP14_NOTX_1,PC9_YAP14_NOTX_2,PC9_YAP14_NOTX_3,PC9_YAP14_OT_1,PC9_YAP14_OT_2,PC9_YAP14_OT_3,s4006_CTRL_NOTX_1,s4006_CTRL_NOTX_2,s4006_CTRL_NOTX_3,s4006_CTRL_OT_1,s4006_CTRL_OT_2,s4006_CTRL_OT_3,s4006_YAP30_NOTX_1,s4006_YAP30_NOTX_2,s4006_YAP30_NOTX_3,s4006_YAP30_OT_1,s4006_YAP30_OT_2,s4006_YAP30_OT_3
LOC101928545,0.566451,0.230133,0.335478,0.105847,0.104041,0.382138,0.354478,0,0.386928,0.650856,0.672847,0.281964,0.506503,0.232815,0.59841,2.03654,2.18009,2.09416,0.283514,0.44407,0.284177,3.18045,2.08874,2.34641
LINC00152,93.0111,92.9573,91.7792,46.5686,48.823,46.4214,89.1584,99.0896,87.3109,35.6424,42.8736,36.5797,120.385,133.429,106.736,65.6481,81.9366,94.6331,98.3961,96.4024,103.265,47.6884,46.0387,50.8911
CD84,0.00376022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00530294,0,0,0,0,0,0,0.00186455,0
MRGPRX2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRIP2,25.9081,27.7306,26.0632,60.5015,66.6798,61.4537,27.8625,28.3838,26.8169,78.3403,84.2364,85.6895,44.1662,47.7743,45.1203,64.6711,74.4611,72.8426,54.4364,54.6512,55.9908,73.8498,79.1201,73.6673
LCOR,1.54734,1.61803,1.48929,1.20355,1.33694,1.36065,1.78082,1.62252,1.74421,1.84652,1.57687,1.69472,1.83303,1.41922,2.0005,3.95453,2.90091,3.64593,2.27,2.01612,1.71598,4.75853,4.5398,4.85741
NDUFB6,68.0627,70.2801,69.9326,61.637,64.9612,69.852,76.2062,74.2375,74.0235,63.6305,60.4954,58.7515,114.251,118.5,119.848,53.4072,63.7207,62.8421,98.8747,108.149,100.29,51.3328,55.1763,53.3376
LOC644961,0.236324,0.396059,0.256526,0.360651,0.343625,0.315445,0.221835,0.246812,0.353117,0.237593,0.417169,0.392124,0.533563,0.558351,0.305251,0.73857,0.541925,0.575201,0.473125,0.519244,0.339464,0.667228,0.750401,0.659008
WNT3A,0.188077,0.148579,0.103107,0.0976262,0.0767639,0.123319,0.130774,0.311783,0.1249,0.300137,0.26891,0.225383,0.0438896,0.0643993,0.0215937,0.412481,0.382026,0.774006,0.0522962,0.0175472,0.0367561,0.688338,0.684293,0.58442
PGLYRP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC180,0.221303,0.259434,0.214427,0.000120561,0.527758,0.247777,0.141495,0.161434,0.226155,0.519816,0.400265,0.456982,7.98E-05,0.24045,0.00208354,0.422987,0.640743,0.579042,0.000471606,0.241276,0.0812886,0.751046,0.698125,0.770391
DANCR,94.9615,102.068,98.3925,85.8104,96.2965,89.4707,96.2539,94.7193,96.8409,83.6682,81.1121,90.3233,51.4055,54.2354,54.6491,48.2111,55.8504,50.5763,49.6113,49.8641,53.2562,62.1947,61.8459,53.9998
TTC26,7.12298,7.45349,6.9049,5.02453,4.56555,4.94238,6.22227,6.51891,6.48996,4.32038,4.51383,4.15741,1.13239,1.26593,1.41813,0.710832,0.868789,0.788404,1.48776,1.28175,1.09892,0.632606,0.848621,0.893581
CLRN2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100652824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC101927457,0,0,0,0,0,0,0,0,0,0.0770525,0,0,0.0845065,0,0,0.0567289,0.154856,0,0,0,0,0.151497,0,0
PBOV1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00982,0,0,0,0,0,0.0139133,0,0,0.0140919,0,0,0,0.433979,0.846037,0.767817,1.77427,1.57356,1.73111,1.54476,1.22473,1.06308,1.84719,2.29936,1.8297
EIF4E2,72.8488,75.0583,77.9968,84.2523,80.804,85.7169,78.2543,73.7371,75.0802,84.1919,79.8094,82.9818,127.714,140.925,127.044,97.1207,115.304,118.463,110.539,112.918,112.917,87.4949,88.329,89.6642
KIF13A,9.18729,10.2473,9.21882,13.9893,13.237,13.4698,7.81226,6.84595,7.45658,10.4002,10.0572,10.5843,2.44492,1.85607,2.07473,4.78168,5.12774,5.71571,2.13652,1.94107,1.68052,4.69525,4.71669,4.22911
MZT2A,194.795,196.043,185.418,184.67,189.097,190.736,211.043,203.212,218.092,173.538,175.108,174.677,94.7571,101.944,103.04,56.3188,68.0604,65.9873,80.1307,80.7846,83.6168,43.3132,45.123,41.8464
LTBP2,19.4002,20.8966,19.6247,14.0677,13.0894,13.4859,34.2916,34.0551,35.2805,19.8117,19.3815,21.2293,5.05224,5.31875,4.91396,5.18248,4.22276,3.66281,6.3231,6.3823,6.83031,3.62858,3.88787,3.83183
ALMS1P,0.208595,0.127123,0.0205854,0.097449,0.0957808,0.0527587,0.152293,0.0414956,0.178105,0,0.165183,0.103834,0.109525,0.0428578,0.021556,0.0588189,0,0.176595,0.0348008,0,0.0366918,0.157059,0.124191,0.120695
GNG12-AS1,0.0566481,0.0575379,0,0.0264643,0.0520224,0.0716354,0,0,0.024184,0.0542403,0,0.0939943,0.0297437,0,0,0.0798673,0.136261,0.0599473,0.0472544,0.0713497,0,0.106627,0.126475,0.0273143
C1orf27,7.3841,6.41301,6.72473,7.55158,7.87642,8.37664,7.05292,7.38461,7.78353,8.93522,8.8458,8.31664,10.3791,9.07449,10.5319,8.06248,9.12897,9.43141,10.8943,11.2478,10.9371,11.0112,9.57435,11.3644
TIGD7,5.01979,5.044,5.46649,5.97998,6.5197,5.41062,5.16079,5.01075,5.31166,6.09386,5.34153,5.69656,3.74645,3.42534,3.42713,3.57658,4.19161,3.92719,5.33891,4.44084,4.50917,5.97267,5.2479,6.05104
IL11RA,1.25895,0.775264,1.61947,1.85419,1.71734,1.83398,1.27375,1.25265,1.43378,2.2656,1.88885,2.24802,1.72331,1.52901,1.73525,4.73503,5.69161,5.2503,1.6236,1.41,1.81251,4.88496,5.11242,5.0053
LOC644050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00922,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0382211,0.0768954,0,0,0,0,0,0,0,0.0369189,0
PPP1R3E,0.916311,0.862269,0.970673,0.742832,0.866238,0.715656,0.969757,1.03203,1.2541,0.941875,0.813646,0.860817,1.00469,0.982765,0.905049,1.51037,1.37432,1.68268,1.00042,1.0636,1.01913,2.53627,2.63412,2.14414
ZNF561,4.04057,4.28689,4.44109,5.25796,5.16182,5.84003,5.09746,4.4876,4.5772,8.01217,8.67236,7.68349,3.1088,2.69851,3.05899,6.31718,6.13303,6.30095,3.40391,2.90571,2.91423,7.15957,6.68894,7.08576
AP2A1,15.0722,16.6461,15.2619,18.76,16.8022,17.7267,14.6086,15.7665,15.3161,20.2597,19.7506,21.4574,12.3762,12.4191,12.2707,15.5619,14.2865,12.2066,11.2805,11.4302,12.8849,14.2604,14.7515,13.5245
KLHL8,1.96464,2.02686,2.57078,1.38481,1.39615,1.42454,2.30626,2.45738,2.3732,1.76217,1.66916,1.50717,2.23107,1.85268,2.16754,1.7976,1.40238,1.54616,2.03008,1.9553,1.65124,1.72055,1.65574,1.63806
LINC01015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF705B,0.0115561,0.0117376,0,0,0.0106124,0,0,0,0,0.0276622,0,0.0575237,0,0,0,0.02987,0,0.0122291,0.00963976,0.00970342,0,0.0761379,0.0114669,0.0297176
LDOC1L,10.129,10.3225,9.71636,8.90473,7.9849,7.79623,9.70467,10.0635,9.51622,8.47128,8.46139,8.9186,8.79867,9.19817,8.17925,10.3722,9.34371,8.24531,10.0978,9.30161,9.72188,9.56411,9.81553,8.67894
GNB3,0,0.0342007,0,0,0.0618447,0.0567748,0,0.0334916,0,0,0,0.0558706,0.671831,0.311312,0.382748,0.261104,0.42117,0.213798,0.337058,0.480653,0.444205,0.380284,0.200472,0.357186
MIR6766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC728739,0.278448,0.0707055,0.068719,0,0.191784,0.410949,0.290419,0.276958,0.297186,0.666532,0.275624,0.288763,0.438607,0.715349,0.359795,0.78516,0.468846,0.589331,0.81296,0.759877,0.918647,0.851991,0.41445,0.537043
MAGEA2B,12.9312,8.60558,10.5175,10.2639,7.32369,8.71005,13.2567,10.7345,11.7938,7.30428,6.17067,7.02616,0,0,0.0419818,0.0286386,0.0289742,0,0,0,0,0.096127,0.0199714,0
SLBP,93.3324,95.8035,88.7618,44.7757,47.3998,46.0177,82.1792,85.0336,86.3204,33.6031,32.5158,31.8316,101.568,107.962,103.882,27.2084,36.1107,35.4872,107.385,111.546,106.356,37.0065,36.8258,34.7981
SLCO1B7,0.505078,0.581412,0.598115,0.692141,0.417452,0.681297,0.280955,0.502374,0.560629,0.451369,0.366633,0.391094,0,0,0,0,0,0,0,0,0,0,0,0
KANTR,0.052149,0.0794522,0.0257306,0.0243624,0.0239454,0,0,0.0734823,0.0853427,0.124831,0,0.0865292,0.205361,0.10714,0.0808314,0.110286,0.0501757,0.0275931,0.094253,0.0437887,0.0458628,0.208585,0.129367,0.0565762
NCBP2,50.1114,50.3715,48.54,38.9565,41.2693,42.1762,54.4096,54.2889,57.8655,45.414,42.8298,41.9196,84.5712,82.4103,90.5691,62.0011,66.1619,68.1579,85.1517,88.3562,79.1117,70.6794,70.0445,75.643
RHOXF2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTPMT1,32.1229,32.8738,30.2714,20.6961,21.4948,21.3946,31.1799,30.6709,32.1511,18.453,18.8687,18.1917,17.0161,18.8157,17.0981,10.4312,12.1371,11.541,17.9858,18.6973,17.7258,9.24624,10.0679,9.35385
LINC00548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR1283-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEX2,7.93698,8.51196,8.50861,5.29509,5.00968,4.74531,7.50139,6.82293,6.97597,4.48395,3.96825,3.90845,2.30609,2.1622,2.73712,1.5897,1.36534,1.28691,2.80157,2.80021,2.45432,1.29092,1.34726,1.27721
MYL7,0,0,0.146252,0.553682,0.136051,0,0,0,0,0.141851,0.146645,0.122909,0,0,0,0,0,0,0,0,0,0,0,0
XRCC6BP1,7.69998,6.28137,6.58205,2.88909,3.06234,2.50483,8.28394,7.17632,6.88511,4.17979,3.00074,3.67194,12.5427,12.1463,12.281,4.65872,4.90018,5.582,10.8232,12.6765,11.9986,6.79094,7.39992,7.0162
SUCLG2,39.8153,38.2804,40.2613,32.6021,34.0166,35.9516,35.76,36.8631,36.873,32.4296,31.408,31.3084,21.1395,19.8774,20.4958,15.9173,15.1122,16.8031,23.7477,24.2928,21.5605,18.0083,17.732,18.1671
SOX14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNTRL,6.40685,6.10127,5.78529,6.06838,5.75882,6.12912,4.897,5.10759,5.17672,5.81286,5.45511,5.54096,2.79702,2.57572,2.92572,2.75724,3.09375,3.13183,3.5029,3.57305,3.43258,3.42489,3.19855,3.32834
TPM3P9,4.54122,5.17431,5.39494,4.11426,4.12172,4.04287,5.07186,4.76297,4.84907,3.77802,4.00191,3.81446,2.05598,2.13096,1.89162,1.5994,1.56413,1.54456,1.75111,1.641,1.65655,1.56651,1.26944,1.28824
OMP,0.202724,0,0,0,0.18617,0,0,0.201639,0,0,0,0.168186,0,0,0,0,0.195053,0,0,0,0,0,0,0
CES1P2,2.39365,2.81179,2.89626,5.98989,5.03992,6.77361,4.12474,4.11299,4.40154,15.4056,17.0732,15.8926,0,0,0,0,0.0200267,0,0,0,0,0.11754,0,0
PREX1,0.476568,0.511452,0.399274,0.361262,0.280759,0.310782,0.740893,0.912259,0.714012,0.714601,0.70315,0.723614,0.321046,0.332508,0.362353,0.969826,0.787295,0.666087,0.420043,0.324663,0.371653,1.1593,1.07962,1.16195
GUSBP3,0.0802653,0.128122,0.0862518,0.212874,0.0583887,0.04124,0.260887,0.0777525,0.086355,0.0604675,0.135853,0.118531,3.92E-10,0.0241754,0.0982224,0.118419,0.142045,0.082688,0.0182342,0.0880287,0.0756016,0.0644676,0.193599,0.0642031
KISS1,10.7124,10.3019,11.4741,8.19889,7.53525,7.88033,38.511,46.2476,40.8679,14.2945,15.3416,15.3166,1.19674,1.0539,2.35589,0.803367,0.877197,1.08539,1.23583,1.81815,1.7043,0.536416,1.47007,0.439597
MPV17L2,17.5701,17.2342,17.092,10.5065,11.0643,11.2582,17.7495,16.028,17.6166,10.1901,9.73944,10.4536,12.9155,12.0163,11.05,5.80368,5.50627,4.67491,13.3584,12.2242,12.9366,4.29962,5.4296,4.50219
MIR3684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VMP1,37.424,38.0715,37.6555,49.9799,53.9531,52.7736,43.3834,43.973,46.6517,76.4481,77.6653,75.1225,56.1734,54.0149,56.1261,58.1787,65.0064,62.1721,57.1679,57.3728,56.3451,69.8618,68.2076,71.4715
VILL,2.23958,2.54773,2.34262,5.94278,5.92332,4.89001,0.887627,1.60387,1.24295,4.11723,4.07903,4.36638,0.0470367,0.0460116,0.115711,4.35743,4.00799,3.72093,0.0747281,0.131638,0,5.2482,6.26689,5.93929
SMG6,7.62464,7.78188,7.3428,8.85007,9.05395,8.66442,8.0952,9.28934,8.28805,10.6103,11.5923,11.4473,5.81537,6.31458,5.1089,8.43852,8.84073,8.25314,5.30731,5.41741,5.55814,9.16683,9.20899,8.39893
ATP6V1B2,13.7681,13.219,13.9279,11.6081,13.205,12.3967,14.6149,14.6465,14.6424,12.0518,14.4954,13.3826,14.2443,14.2267,14.6688,10.5528,11.7774,10.4749,12.9291,12.2278,11.3201,9.79467,10.8729,9.99725
DTX3,2.36457,1.70119,1.83641,2.51927,2.3999,2.61585,2.78007,2.99291,2.43458,3.87682,3.40511,4.11342,6.83265,6.10797,6.30946,12.1391,13.0017,13.3188,6.34216,6.11595,6.40439,14.9943,14.9289,13.5104
RAB40AL,0.17573,0.035698,0.0346873,0,0.129104,0.0592672,0.0733137,0.0699156,0.0300088,0.0336521,0.208737,0.0583165,0,0,0.108968,0.247759,0.16908,0,0,0.147557,0.154569,0.0992446,0.174374,0.067786
OR2AP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BCAM,15.763,16.1455,15.3376,32.3989,31.0343,29.2311,13.2047,13.3924,12.4582,27.6787,29.7006,30.1314,3.90941,3.25425,4.30681,19.8861,20.8379,20.0779,3.17044,2.99744,2.85233,12.7324,14.3928,13.7055
RFPL4A,0,0,0.0406761,0,0,0,0,0.0409917,0.0351884,0,0,0,0,0,0.0425939,0.0871568,0,0,0,0,0,0,0,0
PDCL3,41.926,43.0916,48.2657,34.1041,36.0369,39.7464,41.4257,44.8356,46.5685,32.0918,31.0679,33.0344,36.0351,36.7024,36.7365,19.6541,25.7259,28.6941,30.2722,29.7082,34.5642,24.2061,22.5902,21.6547
KDR,0,0,0.0292492,0.046159,0.0544426,0.091622,0.0103053,0.029483,0.0674909,0.0946059,0.127144,0.098367,0.176389,0.192836,0.214398,5.80901,5.01953,4.45426,0.0824212,0.0829655,0.0695127,5.13272,4.77471,4.41162
KBTBD2,25.435,26.0858,27.052,18.0626,18.1927,19.0225,25.4274,26.2997,27.9142,19.5052,18.646,17.9406,29.3081,28.8213,31.2591,19.8605,20.2827,20.772,32.4726,31.1496,29.4328,21.981,22.0144,21.7287
PTGES3,289.199,272.473,279.114,172.293,168.798,173.684,292.547,288.632,280.718,162.092,158.382,149.802,271.539,272.545,276.898,105.592,112.25,114.465,279.814,284.601,266.601,124.475,118.579,127.71
FGFR2,0,0,0,0,0.0378748,0.0946345,0.0234288,0,0,0,0.0222353,0.0186362,2.73459,2.21565,2.93115,7.43773,8.34366,7.88102,1.79329,1.71842,2.15633,6.49634,6.52451,7.112
EZH2,40.4889,38.5281,37.9468,15.2426,16.4953,16.3787,33.1537,34.2624,34.0988,9.74546,9.91623,9.89179,17.7774,17.4657,17.3244,5.18626,6.15732,6.1506,20.6552,20.7915,20.3628,5.73877,5.62692,6.71746
LRRC39,0.394272,0.337511,0.389085,0.413716,0.427912,0.379434,0.41604,0.20433,0.306038,0.70325,0.433278,0.725412,0.0918713,0.238932,0.148147,0.479803,0.344865,0.379303,0.320911,0.516146,0.243574,0.674688,0.673238,0.621818
FSTL4,0,0,0,0,0,0.018825,0,0,0,0,0,0.00926328,3.62307,3.21137,3.34579,2.58957,2.35272,2.3159,2.40766,2.53138,2.29767,1.85986,2.4153,2.16426
UBE2O,4.44473,5.02756,4.30837,4.36263,3.83441,4.18215,4.75287,4.67771,4.41799,4.70718,4.75517,4.40451,6.49444,6.80232,5.63649,5.9382,4.9731,4.276,6.2731,5.90926,6.87982,5.50321,5.03414,5.3362
MIR219B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLXNC1,1.03545,1.08359,1.0065,1.28995,1.62814,1.48128,1.66904,1.62289,1.37974,2.20821,1.86354,2.0565,0.609576,0.564478,0.486335,1.05058,0.996271,0.780313,0.458006,0.289817,0.317332,1.71269,1.60347,1.51294
ANK3,2.02827,1.84763,1.90831,3.45328,2.95195,3.30513,2.38244,2.44472,2.28431,4.29433,4.4654,4.21641,3.68735,3.1672,3.9258,10.3861,9.82329,10.1319,4.10889,3.84014,3.82752,13.5479,13.7917,13.9295
ZNF549,1.9635,2.24733,1.99578,1.88976,1.7117,1.98309,1.69372,1.89842,2.13893,1.88462,1.87538,1.69481,2.53221,2.45072,2.32734,3.62165,3.56701,3.49712,2.0063,2.18173,2.15277,4.2166,4.49745,4.34537
PNMAL1,0,0,0,0,0,0,0,0,0,0.0168443,0,0,0.0739039,0.119083,0.0909017,0.163481,0.111541,0.245413,0.0690742,0.0590939,0.0773649,0.0993486,0.0698334,0.0339325
DKK3,2.16892,2.37043,2.09308,4.93788,4.34412,5.21659,2.20462,1.5968,1.8504,4.42833,4.06804,4.61643,53.5312,54.2348,52.5807,53.8603,52.0354,52.3891,40.1606,40.892,43.5989,35.4992,36.1391,33.4492
MIR5587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PCDHGB3,9.08E-115,1.46E-102,3.87E-83,0.0241207,4.37E-151,2.58E-210,1.08E-154,1.01E-201,1.11E-174,0.024719,2.58E-224,3.25E-222,0.189785,0.397825,0.24011,2.87566,1.41595,1.03823,0.172295,0.130075,0.363296,1.26351,1.84457,1.46897
NME4,106.862,107.219,108.231,82.5158,73.3787,72.0152,131.622,122.176,125.015,70.4634,73.422,72.971,59.2795,58.405,51.0997,40.4702,38.1191,38.4531,74.8832,71.1038,84.141,45.9518,52.2216,51.9301
COX6B2,0.317477,0.282155,0.313303,0.407867,0.218665,0.262081,0.496687,0.394722,0.220246,0.607965,0.432102,0.730905,3.54226,3.275,2.79547,1.65055,1.58459,1.93181,5.58273,5.88062,6.72744,1.97332,1.52919,1.88798
IGJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0677736,0,0.10174,0.040099,0,0,0,0.0476994,0
PGR,0,0,0,0,0,0.00453057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF670,1.36733,1.09554,1.33884,0.649963,0.74223,0.781121,1.4165,1.45026,1.31035,0.702621,0.630567,0.666543,1.53556,1.38165,1.40624,1.82391,1.65549,2.02239,1.52088,1.57986,1.64246,1.59438,1.69521,1.63
AP4B1-AS1,0,0,0,0,0,0,0,0,0,0.0181155,0,0,0,0,0,0,0,0,0,0,0,0.0356131,0,0
MIR6771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD300LF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR200A,0,0,132.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NUP43,10.0323,8.40653,8.97381,5.04547,4.82894,4.88814,10.2864,10.3873,9.07733,4.57305,4.05643,4.76339,14.5296,14.5787,14.4352,9.81612,10.0622,8.9927,15.6138,14.6574,15.1002,10.9115,12.0689,11.7835
PPP1R10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MED26,4.27003,4.79052,3.6965,3.17359,3.54705,3.41974,3.8058,4.30509,3.77848,3.34516,3.53507,3.8002,2.97578,2.5919,2.88805,2.23023,2.01688,1.86911,2.68765,2.54243,2.73108,2.539,2.29188,1.96532
MIR6130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SH3GL3,0.390587,0.35704,0.15412,0.437946,0.286937,0.360598,2.40398,2.12715,2.13167,1.19428,0.789025,0.935511,2.08245,2.03718,1.80816,3.64993,5.09091,5.31924,1.75152,1.73044,1.5084,2.52511,2.25713,2.80039
AARS,45.1273,45.5929,43.804,34.8328,33.4245,34.7202,39.4501,42.2475,40.5757,28.0242,29.1719,29.554,52.2054,51.8995,51.3888,75.3883,77.5794,74.7228,42.0768,39.8878,43.396,77.3465,79.2498,75.9886
PPOX,5.35764,4.88763,4.48763,8.23238,7.42974,7.6144,3.93877,4.01972,3.48501,8.00712,8.15275,9.5412,1.62358,1.6351,1.68304,5.13893,4.5943,5.32721,1.92914,1.89596,1.80682,6.16464,6.86929,7.2995
SNRPD3,43.6953,44.2148,45.1226,33.9324,35.9029,36.1718,47.9589,48.4492,47.4766,30.3708,30.4857,31.2461,59.573,59.3101,59.0642,25.9307,28.8102,28.3605,59.1372,60.7247,60.197,26.975,28.7867,28.9726
SEMG1,0,0,0,0,0,0,0,0,0,0.0379978,0.039282,0,0,0,0,0,0,0,0,0,0,0,0,0
MEF2D,3.26042,3.50713,3.0527,5.10762,4.50012,4.20199,2.92318,3.49784,3.69971,5.30642,5.0103,5.92232,3.96108,3.66263,4.27278,8.27973,6.28138,6.25273,3.88308,3.82365,4.34768,7.15207,6.53129,6.14785
MIR5696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNF4,26.639,24.6298,25.6241,17.0942,17.428,17.2966,25.5063,25.4475,25.4305,16.4932,17.6738,17.3023,32.5356,32.3411,30.6024,28.3875,25.0482,25.3097,33.0226,33.0623,34.0651,26.1436,26.1564,25.8578
CFHR3,0,0.0704228,0.0596881,0.0863759,0.278316,0.136398,0.265161,0.137928,0.296008,0.575373,0.160141,0.306792,0.291527,0.308663,0.166673,0.635417,0.711602,0.928643,0.269912,0.485171,0.243928,0.89187,1.2151,0.936105
SCGB1D2,0,0,0,0,0,0,0,0,0,0,0,0.207498,0,0,0,0,0.240644,0,0,0,0,0,0,0.241192
LINC00910,1.36556,1.22892,1.58227,2.23938,2.30026,2.41221,0.986243,1.3658,1.11327,2.4617,2.43823,2.51913,0.220286,0.294982,0.21725,0.746106,1.18287,1.04902,0.249317,0.160131,0.25477,1.38555,1.09263,1.16529
C11orf49,31.8489,33.2354,34.5194,40.1765,40.7229,39.6889,33.5236,35.008,35.3795,49.4532,50.4072,48.8851,18.7251,20.2338,18.5078,21.1277,24.7036,25.8662,18.3906,18.5136,22.1477,27.2583,27.4265,30.1153
PLA2G2C,0,0,0,0,0.215682,0.198129,0,0.467204,0,0.67463,0,0.389694,0,0,0,0,0,0,0,0,0,0.221181,0,0
HGD,0.0320471,0.0651009,0.0316251,0,0.0588606,0,0,0.0318756,0,0.0613699,0,0,0,0,0.0331162,0.0451828,0,0.0339136,0,0,0.0281846,0.0603221,0.0317998,0.154523
LKAAEAR1,0.0874122,0.0887851,0,0,0,0,0.36468,0.0869443,0.373178,0.0836967,0.0865255,0.14504,0.734347,0.628682,0.813098,0.184862,0,0,0.656253,0.366993,0.922685,0,0,0.168592
ATRAID,111.696,109.7,119.546,132.294,141.925,140.44,110.893,120.872,116.655,151.51,151.433,141.291,136.525,143.389,135.286,148.916,178.551,177.515,136.731,136.56,145.195,170.328,180.12,177.688
USH1C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301209,0,0,0,0.0267877,0,0
ZNF236,0.605846,0.645018,0.633833,0.661546,0.703848,0.572254,0.814606,0.842192,0.641941,0.803745,0.758657,0.817531,0.551895,0.607321,0.633548,1.13204,0.744453,0.679753,0.85245,0.674205,0.62265,0.87239,0.688087,0.619443
SFMBT1,2.19121,2.374,2.63398,1.42693,1.34152,1.42178,2.1469,2.39082,2.26779,1.44958,1.16993,1.39923,0.780957,0.763915,1.00172,1.09532,0.868872,0.702674,0.875152,0.947837,0.74744,0.71237,0.764299,0.806817
MKNK1,20.7591,22.0231,20.5687,22.8481,23.9228,22.0333,16.2672,16.5667,16.1975,19.4147,18.6585,19.3181,8.8747,7.39406,7.99899,13.0063,13.0387,12.6842,7.8767,8.32133,7.6283,14.0327,15.2103,14.1745
MTNR1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0410376,0,0,0,0,0,0,0,0,0
AMBP,0.282776,0,0.0465109,0.0440348,0.0432809,0.0794691,0.0983108,0,0.120722,0.135378,0.0466512,0.1173,0,0,0,0,0.0453459,0,0,0,0,0,0,0
SALL4,0.158692,0.125365,0.173994,0.131797,0.080963,0.222966,0.147123,0.17538,0.195717,0.337659,0.314164,0.321825,0.259226,0.30791,0.273296,2.72213,2.10368,1.94057,0.338295,0.458974,0.35665,5.12751,4.61903,4.67605
DLGAP1-AS1,12.6439,13.8878,13.4223,31.6635,35.2395,35.2679,13.0341,13.8193,11.9256,37.5865,38.5657,41.8373,4.55455,3.77629,3.57076,7.87682,10.3972,8.32381,4.29248,3.88875,3.55629,9.75636,10.431,9.49934
7-Sep,71.7623,74.2408,76.841,47.5119,51.4711,53.2409,75.7978,75.487,76.0611,45.004,43.4651,43.6218,134.277,120.404,141.996,65.0636,72.4776,76.8242,143.853,145.813,138.498,73.2657,72.0638,73.9646
TCL1A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZBTB3,0.835291,0.827201,0.954769,2.31207,1.83141,1.72522,0.72963,0.69235,0.65971,1.38963,1.60196,2.42545,0.444061,0.643527,0.431562,1.40829,1.69778,1.40325,0.64452,0.613707,0.752955,1.5591,1.51264,1.6513
ICOSLG,2.02134,1.88292,1.74434,2.24163,1.78507,2.05156,1.12929,1.61202,1.43744,1.4681,1.33314,1.03028,0.15473,0.108111,0.247071,0.126773,0.132185,0.079002,0.31241,0.219411,0.259165,0.237629,0.253301,0.304486
TPGS2,21.0563,19.9787,20.3043,19.346,18.5208,17.5056,18.9368,19.9011,18.8404,16.829,15.6185,16.2099,21.7706,19.5749,20.2098,23.5521,22.0014,22.8609,19.5849,18.8195,18.6373,17.4002,18.0226,19.3644
ATAD2,32.7037,32.0177,31.3182,9.55389,9.34081,8.76538,30.8021,31.2251,31.4048,4.87984,4.05717,4.60255,18.8421,15.9324,19.571,3.5623,4.02667,3.76674,21.4232,20.6318,20.6911,3.37341,2.9112,2.99568
