Gene_ID,PC9_CTRL_NOTX_1,PC9_CTRL_NOTX_2,PC9_CTRL_NOTX_3,PC9_CTRL_OT_1,PC9_CTRL_OT_2,PC9_CTRL_OT_3,PC9_YAP14_NOTX_1,PC9_YAP14_NOTX_2,PC9_YAP14_NOTX_3,PC9_YAP14_OT_1,PC9_YAP14_OT_2,PC9_YAP14_OT_3,s4006_CTRL_NOTX_1,s4006_CTRL_NOTX_2,s4006_CTRL_NOTX_3,s4006_CTRL_OT_1,s4006_CTRL_OT_2,s4006_CTRL_OT_3,s4006_YAP30_NOTX_1,s4006_YAP30_NOTX_2,s4006_YAP30_NOTX_3,s4006_YAP30_OT_1,s4006_YAP30_OT_2,s4006_YAP30_OT_3
OR5K1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RASSF2,1.77176,1.97633,1.92002,3.92847,4.25374,4.24859,1.00877,1.01831,1.0672,2.58658,2.4892,3.03475,0.334571,0.268818,0.251687,2.28548,1.64223,1.90631,0.132883,0.0859879,0.100063,2.30641,2.37957,2.43562
CYP27C1,1.41938,1.27129,1.19687,1.06094,1.03093,1.08776,1.19104,1.61713,1.69668,1.6185,1.5327,1.34884,0.271003,0.278343,0.226661,0.946001,0.955966,0.955844,0.161455,0.281704,0.192908,1.65755,1.63889,1.66742
RFC3,21.4432,22.9044,22.7754,5.00998,5.79749,3.87216,26.5967,26.01,27.2774,2.95508,2.8217,3.11087,42.7034,43.9872,45.9068,3.72195,3.59854,2.93516,48.3913,53.9946,45.2256,3.43293,4.11786,4.61458
USP17L17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIR2DS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METRNL,21.6227,22.797,20.2749,49.6196,45.5628,42.7394,20.9988,18.9016,18.9008,43.1777,44.0269,45.9765,19.7401,19.2589,19.5323,34.9027,42.6468,38.5353,20.1364,19.45,21.2313,36.6422,37.1528,37.048
RBM25,32.9535,32.2532,32.2392,22.4465,24.0831,23.4156,35.0028,35.2185,35.3999,23.0703,21.7554,22.7516,27.8056,24.9456,28.847,11.0284,13.4916,13.9133,29.4424,28.7484,28.5955,14.298,14.6279,14.9915
ZNF587,3.32248,3.34195,3.00018,4.01523,3.86761,3.72663,2.88746,2.86185,2.64371,3.8447,3.42623,4.01837,3.53183,3.38341,3.9567,10.5932,7.7679,7.68781,3.46877,3.45459,3.34986,10.0075,9.91552,9.33111
CCDC15,2.49247,2.40424,2.04186,0.746977,0.921336,1.16292,2.50152,2.16729,2.088,0.720461,0.760328,0.780316,1.15231,1.20769,1.00427,0.232063,0.316737,0.248833,1.59533,1.32944,1.39237,0.427824,0.295544,0.332576
FADS2,26.667,26.9922,28.6343,28.9192,26.0321,26.2379,8.52332,8.60791,8.73148,8.3704,9.06302,8.63704,63.6235,65.6829,61.7057,30.5305,26.5099,26.0452,60.4616,62.6926,63.8299,19.1744,19.5276,21.3419
DDX11L1,0.131004,0.0778449,0.0957401,0.0875317,0.0960005,0.067825,0.0695095,0.0942233,0.179896,0.113676,0.220806,0.168162,0.140769,0.175462,0.308928,0.304434,0.20794,0.29641,0.406783,0.160926,0.314169,0.536199,0.458471,0.595127
DEFB132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C12orf10,39.3227,39.2999,36.8845,38.6688,31.8478,36.0536,37.3064,39.0552,41.5039,42.8654,44.8248,42.5151,31.542,33.9792,32.522,27.4374,29.1206,28.4496,32.5151,31.7672,35.0398,30.2134,29.4635,29.0763
CA6,0,0,0,0,0,0,0.0764618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0691571,0
FAM138E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150579,0,0,0,0,0,0,0
PRAMEF20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP21-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNAR-I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GTF2H2B,3.61683,3.68185,3.60548,2.32883,2.39508,2.3944,3.82703,3.96756,3.89327,2.39208,2.45234,2.46379,4.48978,4.20949,4.43576,3.2559,2.85402,3.23807,4.58343,4.98823,4.63186,4.16608,3.96272,3.9392
FCRL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PARD6B,2.72653,3.19541,2.65165,2.79858,2.55204,2.92503,2.3789,1.9818,2.34479,2.84911,2.55614,2.65352,0.839685,0.95601,1.14453,1.33989,1.03421,1.29007,0.995051,1.09518,1.3718,1.9121,2.27626,2.0352
PIGR,0.0284078,0.072135,0.0280321,0.119441,0.0260881,0.131714,0.0148145,0.0565115,0.0242555,0.0408005,0.0913888,0.0707042,0.298316,0.175084,0.161446,11.2178,10.3181,11.0855,0.0118485,0.0357803,0.0124912,16.6934,16.2695,15.1609
LOC101928731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121146,0,0
MRPL13,88.9417,81.0448,88.9792,70.1282,75.1565,72.4008,85.4241,92.6025,87.2507,67.9451,68.0881,66.4632,74.2493,68.3021,71.0877,35.4541,45.9279,43.6752,71.4173,79.3572,73.8963,42.159,39.9371,44.0579
LY6G5C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BASP1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0631886,0,0,0,0,0,0,0,0,0
RNASEH2B-AS1,0.554226,0.140733,0.820671,0.388376,0.254485,0.350552,1.1561,0.27563,0.473217,0.132667,0.274302,0.459804,0,0.284767,0.143228,0.0976744,0.266627,0.293252,0.11558,0.116344,0.121899,0.260893,0,0.133617
LOC728819,3.54001,3.7175,4.38193,3.64393,3.03055,4.04704,7.50955,7.4002,7.37715,7.23869,7.7209,7.71562,2.26827,2.52731,2.72832,4.56804,5.54206,4.12715,2.35238,1.91448,2.11093,4.17908,3.5127,5.09179
MIR4677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269.301,0,0,0,0,382.055,0,0,0
UBR7,8.1878,8.05391,8.41948,4.10716,3.80438,4.35928,8.16357,8.96634,9.25508,3.41167,4.23554,3.40942,54.5006,55.8077,57.9086,24.5363,25.1361,24.48,67.0529,68.4082,65.9923,33.0372,31.3357,31.2626
LOC641367,0.0696999,0.141589,0.20634,0.238786,0.0533404,0.0685524,0.0484642,0.10399,0.0793495,0.088983,0.0689929,0.0481878,0.0243978,0.0357992,0.0120038,0.0409454,0.0223541,0.0491728,0.0678321,0.0292629,0.112379,0.0546633,0.0576351,0.0336076
PROB1,0.588443,0.366323,0.543207,0.443391,0.313777,0.224031,0.395961,0.45313,0.372773,0.399854,0.300632,0.409451,0.259135,0.214487,0.196144,0.173956,0.14611,0.100438,0.348355,0.302839,0.233709,0.142913,0.16952,0.183053
LPL,0.897734,0.878676,0.901972,0.44227,0.464678,0.46784,1.31086,1.02281,1.07312,0.218801,0.242353,0.338541,0.0171405,0,0,0,0,0,0.0136157,0,0.0143544,0.015361,0,0
BAX,135.61,146.008,133.088,97.734,102.068,99.6367,158.841,157.28,159.846,124.462,125.217,127.26,48.792,59.8775,57.236,38.6661,51.5343,54.7911,61.5018,59.2236,67.1926,40.0688,43.8543,48.5035
LOC101927755,6.62531,5.92184,5.23436,7.42834,7.78792,4.70918,8.01574,7.38062,4.97808,8.62743,6.29578,5.27671,0,1.08977,0.548116,0.934092,1.5299,0.560893,0.221066,0.445053,0.233246,0.748807,1.84077,0
ATP6V1D,50.6621,49.6961,54.8454,51.691,55.8834,57.2127,51.2948,58.1185,55.3518,53.8025,55.5494,54.1426,69.898,76.0618,75.0938,50.7433,63.2434,62.0256,65.6825,66.8444,63.9905,50.98,52.7453,54.8149
SMC3,18.7845,19.6356,18.12,10.4104,11.6182,12.1807,17.2231,18.316,19.2416,8.78406,9.53499,9.25603,22.7482,19.8048,24.4174,9.22612,11.5675,12.245,26.0192,26.862,25.648,13.9669,12.9868,13.563
HNRNPA3,113.827,108.397,111.297,78.0238,78.0508,83.0438,129.914,134.446,133.584,86.974,84.675,85.2536,83.7617,82.4311,85.0651,40.2091,46.1928,49.4873,75.7621,72.194,74.8856,39.3355,40.2677,39.8704
TTC17,7.66762,7.24438,7.27569,9.13961,8.61449,9.1148,9.07192,9.17053,9.24332,12.8128,12.8484,13.8328,7.11043,6.8453,7.31453,18.008,15.9008,15.3504,7.7747,8.14628,7.26086,17.769,17.7663,18.5696
NPEPPS,28.8243,28.2745,29.3411,41.2223,41.4904,41.696,26.4962,26.1977,26.3713,47.1512,45.6349,45.4528,29.3182,27.3186,29.5902,50.4409,50.1346,48.7235,27.6986,26.8893,25.8724,57.7642,57.1298,54.591
ATRIP,3.84505,4.73716,4.07287,1.71945,2.39783,1.53619,4.47556,4.59655,4.46619,2.20965,2.00487,1.97293,4.8269,4.40756,5.13231,1.66098,1.39561,1.49003,4.7165,5.24845,4.97027,2.26615,1.6321,2.13386
HIST1H3I,0,0.217346,0,0.199935,0.196512,0,0,0,0,0,0,0.355058,0.337066,0.219949,0,0.150847,0.205888,0.226448,0.178501,0,0.188305,0,0,0
PKDCC,1.00752,0.79309,0.869949,2.30634,2.12807,2.1022,0.945747,0.726541,1.0323,2.26703,1.64554,2.04788,1.74573,1.65595,1.76988,7.56408,7.24621,6.21059,1.3237,1.09979,0.863914,5.14399,5.59857,5.05232
EDA2R,0,0,0,0,0.0164668,0,0,0,0,0,0,0,1.43036,1.10697,1.63324,1.12576,1.62095,2.48993,0.943894,1.22162,1.0425,0.743737,1.51492,1.85334
CCDC92,8.74364,10.1391,9.2398,12.9861,11.6765,9.95148,9.08152,9.27662,8.52324,10.9185,10.2236,10.5485,10.3679,11.2651,9.52485,21.907,21.2072,18.6985,10.3631,10.7681,10.4455,18.4813,19.1599,19.3232
CD96,0,0.0416503,0.0404638,0.0383137,0.10044,0.0806738,0.0285082,0.0407868,0.0116631,0.0261714,0.0135211,0.0226765,0.0143443,0,0,0.0867386,0.05261,0.0868022,0,0.0114698,0,0.012855,0.0271223,0.0263587
BRICD5,2.73473,2.63524,2.56063,1.37586,1.4167,1.0051,2.77916,1.53441,2.03565,1.00711,0.83292,0.756274,1.61999,2.66556,1.15951,1.08749,1.41682,1.18728,1.87179,2.64958,2.28206,0.990037,1.46118,2.02864
LOC101928530,0.171956,0.349313,1.01861,0.96399,1.26332,1.16027,0.179348,0.342071,0.440465,0.49394,1.19148,0.570641,0.902872,0.530172,1.06663,2.06072,1.48904,1.09182,0.717205,1.15511,0.907792,0.809542,1.70629,2.15573
LINC01030,0,0,0,0,0,0,0.107998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRI3BP,9.60293,9.47823,10.0126,2.17973,2.64066,2.19563,10.1289,8.36433,9.58903,1.14285,1.44999,1.62039,6.55191,7.52452,7.34486,0.917901,0.469808,0.574136,6.60755,8.88343,8.97103,0.817032,0.646023,0.627837
SLC30A5,16.1459,17.4996,17.9799,18.3383,18.5404,17.9941,19.1793,17.3274,16.74,20.0906,17.7842,17.9355,16.9378,16.6969,17.0255,14.612,14.8159,15.784,17.9094,19.2845,16.597,16.9711,17.7046,18.2271
LOC101929539,0,0,0,0,0,0,0,0,0,0,0,0,0,0.498972,0.33462,0.798623,0.778587,1.0276,0,0,0.142395,1.06666,0.642371,0.312144
UCMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPTX2,0,0,0,0,0,0.0194379,0,0,0,0,0,0,1.45277,1.87113,1.71544,0.292571,0.399324,0.2928,2.058,2.47817,2.55497,0.45569,0.0915169,0.377998
MIR4464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GBP2,1.61935,1.85412,1.85942,7.60639,8.19945,7.85569,1.89625,1.87425,1.84145,16.7033,17.4355,17.3857,4.47545,3.91659,4.22883,33.3852,40.687,41.7199,3.79458,3.78256,4.0781,55.4792,53.2819,54.115
TNNC1,6.02599,6.12064,5.36511,39.8538,41.9928,41.3507,2.95767,2.9381,2.01772,12.3316,13.3332,12.7435,0.620394,0.485648,0.122132,2.74869,3.41057,2.25069,0.492816,0.496071,0,2.78084,1.87592,2.27889
TIPARP-AS1,0.247351,0.226112,0.146453,0.439108,0.318014,0.563019,0.103194,0.319835,0.190077,0.473674,0.391747,0.348858,0.181824,0.228681,0.281156,0.488231,0.52358,0.628216,0.206334,0.186927,0.152273,0.605249,0.736327,0.644039
TGM6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSMC1,65.1761,63.9868,66.3459,45.785,47.4831,54.6839,64.4163,66.2859,63.4488,47.6619,45.8925,43.2439,494.478,529.639,483.331,256.429,338.141,334.706,505.986,511.333,510.964,334.218,343.697,347.962
FIGNL2,0,0,0,0,0,0,0.0134311,0.0128086,0.0109953,0,0,0.0106836,0.256936,0.132279,0.133063,0.526519,0.396488,0.313433,0.182616,0.151383,0.169871,0.399924,0.306676,0.335298
CDKN2AIPNL,30.2422,28.0827,29.4649,21.0377,21.1337,21.6824,34.8807,30.9586,33.2197,20.925,21.0859,22.0224,19.7039,23.7554,22.8412,11.6127,11.2568,12.2641,24.1685,24.8378,24.9975,11.6871,13.1973,12.879
GOPC,5.96742,6.39491,6.70559,6.14052,5.61292,6.00863,7.49891,8.18415,7.97385,7.60699,6.5314,6.93544,11.7003,10.4368,11.6803,10.7669,10.519,10.613,13.1957,12.3424,11.3164,10.8359,9.95989,10.3305
GTF2E2,32.2163,28.3063,31.407,27.1762,26.6311,25.4017,33.1931,31.2006,32.2219,25.1438,25.9936,25.9703,29.8133,28.9646,27.6312,18.3892,22.4636,21.0721,27.0553,27.0697,28.8698,19.3549,19.845,20.5022
ZNF792,0.439522,0.781244,0.588607,0.703993,0.807264,0.966003,0.933205,0.733819,0.670141,1.21743,1.18089,1.38043,0.824199,0.548229,1.03808,2.60042,2.22017,1.92692,0.693993,0.962189,0.869687,3.01361,2.89715,3.28486
WIZ,8.76714,8.90484,8.18337,7.878,6.95274,6.94806,10.4373,8.82178,8.70631,7.66818,8.57713,7.76971,6.1275,6.20359,6.4514,9.24479,7.32658,6.5608,6.42502,6.67568,6.9788,7.59174,6.67299,6.457
TRIAP1,38.9942,36.5971,40.4141,29.0696,33.3611,33.9264,36.7148,40.1412,42.7568,30.4142,32.6153,31.7118,36.8414,38.3563,38.9512,18.2144,28.2816,33.5516,37.3231,39.3859,40.3959,25.6304,26.6384,31.5177
LSS,8.36893,8.23797,8.32449,13.5401,12.677,13.8466,4.42465,4.79293,3.81866,6.59263,6.32005,6.53283,14.5445,14.745,14.4994,10.8425,8.92785,7.98581,11.859,12.8556,12.3736,6.2587,7.36264,6.87745
GLRA3,0,0.0171366,0,0.0157638,0.0465074,0.014223,0,0.0503846,0.0288231,0,0.0167005,0.0840514,0,0,0,0.0237969,0,0,0,0.0141668,0,0.0158779,0.0334968,0.0162701
HMBS,63.2697,64.5252,64.154,35.3409,38.2989,33.6005,56.8084,57.1358,57.0251,27.3062,26.6741,28.1713,34.203,36.8834,34.6482,11.2158,12.0398,10.8915,35.2459,36.0378,35.314,10.8598,9.64389,10.5717
INO80,3.49924,3.95865,3.88305,3.74775,3.31918,3.55991,3.59256,3.57621,3.61781,4.00282,4.28775,4.30608,5.5117,4.88615,5.13027,6.5793,5.30257,5.49688,6.31335,5.41208,6.09995,6.85908,7.09921,6.69379
XCL1,0,0,0,0,0.0457434,0,0,0,0,0,0.098611,0,0,0,0.0514753,0,0,0,0,0,0,0.0468819,0,0
MIR5047,765.124,538.021,668.457,604.903,756.697,674.897,1411.87,585.406,552.783,845.31,873.88,488.286,1112.5,1518.21,2163.56,1950.02,2095.26,1993.07,1325.59,1383.76,1137.31,1970.49,2219.26,1873
DEDD,11.0805,11.8381,11.7228,12.4588,11.8835,12.9973,10.9151,11.2658,10.9916,12.9241,13.9302,14.191,14.6832,16.672,15.7866,19.7977,19.2689,17.8235,15.3054,15.0942,16.9414,20.193,20.0114,18.266
SGPP2,0.174563,0.295507,0.172278,0.108734,0.160309,0.147178,0.060689,0.115752,0.0993651,0.222857,0.230389,0.144823,0.061104,0.0597792,0,0.0820378,0,0.123153,0,0.0488591,0,0.109535,0.173216,0.280566
ASTL,0,0.107783,0,0,0.0487257,0.089468,0.110678,0,0.0906058,0.152409,0.05252,0.132057,0,0,0,0.037403,0,0,0,0,0,0,0,0
TP53AIP1,0,0.0201058,0.0195334,0,0.0181785,0,0.155313,0.147709,0.0169016,0.0189535,0.0195941,0.032845,0,0,0,0.104974,0,0,0,0.0166214,0,0.0522419,0.0196422,0.0573194
LGALS9C,1.37573,1.74021,1.35764,0.160675,0.169623,0.171828,0.61115,1.27334,0.755908,0.237838,0.176527,0.0739767,0.073572,0.0588864,0.0394904,0.947364,1.17047,1.18625,0.0159389,0,0.0336096,1.16891,1.35248,1.06872
GNA15,9.46868,8.60504,8.11439,11.2268,11.3906,9.96646,8.92281,8.75708,8.95934,10.9219,10.1126,11.5306,3.34349,3.46977,3.77643,2.16641,2.02453,2.1388,4.52664,3.9521,4.35846,1.82395,2.08791,1.94904
NAA38,118.113,121.969,114.269,110.698,113.359,112.076,121.897,118.134,112.933,96.4676,97.5615,95.0853,59.067,65.4344,57.5286,44.7943,55.9444,55.9724,61.2218,61.9324,58.5229,53.6998,51.6151,52.8355
RARRES2,0.649201,1.75839,0.854411,5.35807,6.65745,5.65694,0.112852,0,0,0.310803,0.107103,0.179533,0,0,0,0,0.104106,0,0,0,0,0.101857,0.107365,0.313029
HARS2,17.9402,18.5511,17.3805,20.1001,21.0846,21.7157,17.8477,18.2612,19.2694,22.8855,23.8506,24.2967,36.9384,37.3597,36.7539,48.3382,56.9085,55.0924,37.3281,37.8789,35.1247,60.5464,64.1921,63.6038
LOC101928417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHCHD10,18.1242,20.1386,24.9749,10.115,11.2823,11.899,32.3514,23.3507,28.5614,14.2092,12.6425,10.8989,78.4297,85.9943,72.7993,28.0398,34.7597,31.6659,80.6671,86.2046,83.7881,37.3313,34.2789,36.3638
LINC00348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRADA,5.95712,5.34408,5.91352,7.34499,7.01601,6.36528,5.50365,4.97358,5.54171,6.47795,6.7603,6.87012,4.73521,4.95914,4.31025,8.7804,8.28609,7.68608,4.71033,4.30681,4.56379,8.73226,9.16762,8.04645
CLEC18A,0.148666,0.0974172,0.066251,0.103057,0.198187,0.0971882,0.120021,0.152641,0.204739,0.289288,0.223114,0.163127,0,0.00984638,0.0247722,0.0845161,0.00922242,0.025369,0.0279987,0.0281836,0.0253009,0.135401,0.0571,0.0416178
TUB,0,0.00985981,0,0,0,0,0,0,0,0,0,0,0.397652,0.289234,0.341111,0.335389,0.224211,0.297976,0.340177,0.342422,0.230545,0.246711,0.211962,0.159178
PCAT18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11925,0.162762,0.0511471,0,0,0,0.227433,0.191837,0.163132
ZMYM6,3.51113,3.29286,3.44157,3.87109,3.67585,4.02544,2.94186,3.23623,3.18779,4.90836,3.62612,3.8451,3.15863,2.56071,3.33778,4.47176,3.89627,4.00049,3.26084,3.17427,2.84073,5.12162,4.49441,4.80806
FBLN7,0.0295666,0.0600661,0.0875389,0,0.0271523,0.0498555,0.246731,0.0294084,0.227232,0.132231,0.17562,0.160403,0.093154,0.151879,0.199789,0.416909,0.199158,0.0938743,0.123332,0.173806,0.0780156,0.233954,0.164442,0.29299
IL32,5.94179,6.73644,5.84862,10.2574,11.0918,10.2365,9.91819,7.81294,8.34667,15.5619,16.7552,14.7692,5.32609,5.52135,5.77961,35.1486,40.125,42.3555,3.75468,4.60462,3.48303,14.1974,13.2847,15.2799
ZNF518B,2.37,2.28512,2.64365,2.15822,1.89259,2.12819,2.40023,2.16941,2.41951,1.93216,1.66597,2.04459,3.63399,3.06951,3.67331,5.19979,4.65978,4.75253,4.31213,4.26851,3.77572,5.41425,5.54697,5.19208
MIR188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP21-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UFC1,89.0382,90.2443,91.7695,106.32,105.254,109.839,85.621,87.4938,85.082,111.555,114.826,108.079,79.7742,89.6586,78.3128,88.8084,102.438,104.448,80.6735,83.5128,81.3417,100.033,98.7528,101.21
RIMS4,0.0115528,0.0117343,0.0113999,0.0215885,0.021219,0,0,0.022982,0.0197284,0.0553089,0.0571783,0,0.0485276,0.0593354,0.0477498,0.154738,0.122272,0.134483,0.0578225,0.0873065,0.0609585,0.141339,0.0802459,0.11141
NDUFS7,64.3653,64.2613,60.1825,62.7497,65.8911,60.1657,62.2405,73.6487,67.8233,63.7316,65.8856,62.6721,95.2567,94.0242,90.456,45.0221,50.5999,51.3231,80.3297,89.8261,89.2752,46.4996,46.0449,48.8867
ASPHD2,0.0930157,0.113372,0.110144,0.139053,0.102504,0.10978,0.155223,0.388575,0.285912,0.213749,0.0552433,0.308676,0.898635,0.87904,0.768915,1.2983,0.859161,0.944956,0.682803,0.453001,0.62169,0.28012,0.406111,0.251159
SFMBT2,0.00748353,0,0,0,0,0.00630853,0,0.0148931,0,0,0.00740762,0,0.471888,0.423116,0.541706,0.279819,0.273827,0.261543,0.64037,0.603722,0.645454,0.267825,0.397592,0.353898
TTC18,0.495694,0.772002,0.58697,1.09611,0.940783,1.17005,0.672104,0.493041,0.733617,1.62954,1.27573,1.20632,0.13881,0.135783,0.204882,0.442619,0.461039,0.507078,0.0551327,0.152616,0.174371,0.606447,0.721408,0.732968
TDP1,2.61097,2.68745,2.95431,2.08332,1.88735,1.80452,2.77584,2.59897,2.61845,1.90112,1.71401,1.69423,27.2797,26.5337,27.4325,14.0037,13.4726,13.0955,31.4563,31.3979,29.9376,18.1497,17.2541,17.5149
RIMBP3C,2.10E-20,2.13E-27,1.80E-24,8.51E-28,1.08E-21,6.19E-25,4.99E-25,8.97E-25,4.66E-27,2.38E-25,3.54E-27,1.62E-25,2.50E-23,2.53E-26,1.01E-21,4.53E-20,9.16E-06,1.23E-24,1.53E-26,4.71E-27,9.52E-25,1.68E-23,2.02E-18,9.99E-22
LOC102724094,6.84713,2.98057,2.89857,3.35106,3.29372,4.12711,5.10106,9.08063,4.73273,2.49756,3.22746,2.97556,12.6687,9.72257,9.78021,1.83879,4.70573,5.17565,10.0635,9.58236,9.18485,2.15008,0.323506,0.943289
MIR4755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163023,0,0,0,0,0,0,0
CHAMP1,7.21799,6.97345,7.41178,3.93207,4.12953,4.37738,8.21007,8.39949,7.81506,3.98553,3.73087,3.96954,7.24996,6.87724,8.04006,5.54411,5.38076,5.28741,7.69203,8.14099,7.66766,5.54234,5.52681,5.35886
ENOSF1,3.42631,3.73672,3.42585,1.98718,2.41969,1.59461,4.24281,3.83713,3.89826,1.74908,1.70503,1.51809,3.29828,2.62919,2.88058,2.69681,2.44351,2.52759,3.64906,3.37301,2.94281,2.91819,2.74029,2.91527
PDE6G,0.378258,0.288149,0.46669,1.32533,1.30265,0.717654,0.295889,0.376233,0.322969,1.53927,1.21546,0.862995,0.0993022,0.291486,0.390999,1.59991,3.54848,2.40174,0.0788816,0.0794026,0.166366,2.31445,2.34588,3.55656
SCGB2B2,0.262606,0,0,0.490726,0.482325,0.443111,0.273895,0.5224,0,0,0.779826,0,0.275768,0,0,0.555366,0.758006,0.5558,0,0,0,0,0,0.759732
LOC102724508,0.117436,0,0,0.151636,0.215696,0,0.169273,0.116808,0,0,0.160647,0,0.170427,0,0,0,0.156152,0,0,0.0986092,0,0.152805,0,0
GOLGA8EP,0,0,0,0.00177754,0,0,0.00198425,0.00189228,0,0.0018216,0.00322828,0.00378803,0.00770586,0.00569511,0.00168497,0.0072804,0.00339945,0.00690261,0,0.00410776,0.00167305,0.0079288,0.00550153,0.0104836
LOC100996342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114863,0.0631667,0,0,0.0525007,0,0.0592297,0
OTULIN,8.12355,8.17481,7.77864,6.42459,5.6866,6.01185,8.53547,8.13986,8.23228,6.52625,6.67988,6.26574,10.5667,10.1507,10.6845,8.92634,7.83061,7.7537,10.663,10.2602,10.3094,8.2884,7.71785,7.79046
CD1C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCKAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HTRA3,9.19752,8.81461,7.51468,15.2236,15.576,15.0491,5.95689,6.36937,5.93209,16.6899,17.7924,17.8867,0.649093,0.78734,0.894203,1.96952,1.85554,1.75302,0.639361,0.768148,1.06546,1.81497,1.86456,1.62133
PI4K2A,6.65257,6.66853,6.62191,6.13432,6.096,6.56326,6.18107,6.70364,5.80421,5.8413,6.02434,6.44709,6.05555,6.22184,5.89851,7.13691,5.93963,5.88717,6.9428,6.452,6.56576,6.62976,5.93823,6.75158
MVD,29.4362,27.9768,29.9825,45.1137,41.4009,42.0565,18.2161,17.2994,18.6405,24.074,23.447,22.761,24.3395,26.2771,23.9513,10.1574,11.9731,10.8584,20.9734,21.4785,24.2247,8.62973,7.14882,8.17568
SNORA20,0,13.1203,25.9627,0,11.8626,0,0,0,11.0293,0,12.7864,0,27.1297,27.0265,13.5934,9.10602,12.4286,0,10.7754,43.386,23.1382,12.3804,0,0
MIR548BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC4A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00858252,0,0.0257677,0.0101559,0,0,0.0114575,0.0120808,0
CCDC9,7.99855,6.33623,7.10081,6.57886,7.96935,7.13372,6.89295,5.71338,6.27569,5.82524,6.6335,6.78959,7.32924,7.5504,7.27604,7.32572,7.66616,8.00685,6.00239,6.24948,6.73572,8.54504,7.72232,7.59427
TINF2,7.66613,7.58469,7.34458,9.13519,9.28423,9.41365,7.24065,7.23958,7.51474,10.4471,10.7527,9.75209,15.5587,16.5014,17.2198,26.4768,28.0398,27.4041,18.3078,17.3265,17.5523,28.4542,27.8202,29.5989
HSPE1-MOB4,0.171387,0.169358,0.243325,7.01E-86,9.20E-43,0.0830755,0.0891543,1.77E-30,0.0734495,0.16869,0.169521,2.94E-35,0.412893,1.86E-41,1.48E-44,1.06E-28,0.174233,0.107273,0.288699,0.217516,0.0842959,7.36E-30,0.259759,1.24E-52
GPR20,0.0438064,0,0.0864622,0.04093,0,0,0.0456896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100289473,0,0.108679,0,0.0999724,0.0982609,0,0,0,0,0,0,0.177538,0,0.109942,0,0.678847,0.514746,0.566148,0,0,0,0.302175,0.106172,0.103184
2-Sep,200.757,205.144,205.223,205.893,205.876,203.562,226.296,223.698,223.676,226.054,222.058,224.116,142.217,136.747,147.957,121.484,128.27,130.485,134.826,135.502,133.331,115.362,115.741,116.111
