Cell Line,Treatment,ImageNumber,ObjectNumber,Math_logNucbyCyto,
AXL KO,E,3,43,0.063048708,
AXL KO,E,3,44,0.112253576,
AXL KO,E,3,45,0.06066386,
AXL KO,E,3,46,0.143919118,
AXL KO,E,3,47,0.038223064,
AXL KO,E,3,48,0.01628977,
AXL KO,E,3,49,-0.016415555,
AXL KO,E,3,50,0.117073107,
AXL KO,E,3,51,0.181960882,
AXL KO,E,3,52,0.030569108,
AXL KO,E,3,53,0.098955897,
AXL KO,E,3,54,0.152721201,
AXL KO,E,3,55,0.15996133,
AXL KO,E,3,56,-0.146246255,
AXL KO,E,3,57,0.151072035,
AXL KO,E,3,58,0.155128002,
AXL KO,E,3,59,0.150384025,
AXL KO,E,3,60,0.123574313,
AXL KO,E,3,61,0.05340635,
AXL KO,E,3,62,0.139743203,
AXL KO,E,3,63,-0.032414214,
AXL KO,E,3,64,0.2125591,
AXL KO,E,3,65,0.13892687,
AXL KO,E,3,66,0.158756773,
AXL KO,E,3,67,0.219144494,
AXL KO,E,3,68,0.198429864,
AXL KO,E,3,69,0.007232486,
AXL KO,E,3,70,0.049560488,
AXL KO,E,3,71,0.196486089,
AXL KO,E,3,72,0.183579823,
AXL KO,E,3,73,0.192257467,
AXL KO,E,3,74,0.196028172,
AXL KO,E,3,75,0.079395796,
AXL KO,E,3,76,0.157510416,
AXL KO,E,3,77,0.115221965,
AXL KO,E,3,78,0.155226546,
AXL KO,E,3,79,0.124307025,
AXL KO,E,3,80,0.281334825,
AXL KO,E,3,81,0.24492196,
AXL KO,E,3,82,0.102002394,
AXL KO,E,3,83,0.061490888,
AXL KO,E,3,84,0.073870906,
AXL KO,E,3,85,-0.014802346,
AXL KO,E,3,86,0.067944714,
AXL KO,E,3,87,0.207862813,
AXL KO,E,3,88,0.052517673,
AXL KO,E,3,89,0.070101073,
AXL KO,E,3,90,0.00860007,
AXL KO,E,3,91,0.126031389,
AXL KO,E,3,92,0.191766813,
AXL KO,E,3,93,0.178603925,
AXL KO,E,3,94,0.154883011,
AXL KO,E,3,95,0.125358375,
AXL KO,E,3,96,0.08468559,
AXL KO,E,3,97,0.293173048,
AXL KO,E,3,98,0.217207212,
AXL KO,EA,1,1,0.175291082,
AXL KO,EA,1,2,0.203977791,
AXL KO,EA,1,3,0.076456673,
AXL KO,EA,1,4,-0.027889991,
AXL KO,EA,1,5,0.019608912,
AXL KO,EA,1,6,0.041318949,
AXL KO,EA,1,7,0.182287411,
AXL KO,EA,1,8,0.202120568,
AXL KO,EA,1,9,0.173204661,
AXL KO,EA,1,10,0.07803823,
AXL KO,EA,1,11,0.150165369,
AXL KO,EA,1,12,0.234097824,
AXL KO,EA,1,13,0.19658239,
AXL KO,EA,1,14,0.153526088,
AXL KO,EA,1,15,0.156592498,
AXL KO,EA,1,16,0.087198358,
AXL KO,EA,1,17,0.190422369,
AXL KO,EA,1,18,0.13350244,
AXL KO,EA,1,19,0.154303332,
AXL KO,EA,1,20,0.218215244,
AXL KO,EA,1,21,0.005592009,
AXL KO,EA,1,22,0.169112962,
AXL KO,EA,1,23,0.10519974,
AXL KO,EA,1,24,0.156814093,
AXL KO,EA,1,25,0.155887264,
AXL KO,EA,1,26,0.163522903,
AXL KO,EA,1,27,0.175956401,
AXL KO,EA,1,28,0.137312563,
AXL KO,EA,1,29,0.135555075,
AXL KO,EA,1,30,0.114587742,
AXL KO,EA,1,31,0.098534572,
AXL KO,EA,1,32,0.196480791,
AXL KO,EA,1,33,0.168502505,
AXL KO,EA,1,34,0.124464566,
AXL KO,EA,1,35,0.144443775,
AXL KO,EA,1,36,0.152792856,
AXL KO,EA,1,37,0.149590682,
AXL KO,EA,1,38,0.204892824,
AXL KO,EA,1,39,0.154508857,
AXL KO,EA,1,40,0.035285583,
AXL KO,EA,1,41,0.142478836,
AXL KO,EA,1,42,0.016177783,
AXL KO,EA,1,43,0.180931681,
AXL KO,EA,1,44,0.153766418,
AXL KO,EA,1,45,0.031715015,
AXL KO,EA,1,46,0.181864195,
AXL KO,EA,2,1,0.009598395,
AXL KO,EA,2,2,0.224174756,
AXL KO,EA,2,3,0.171967464,
AXL KO,EA,2,4,0.140631482,
AXL KO,EA,2,5,0.154373121,
AXL KO,EA,2,6,0.155718806,
AXL KO,EA,2,7,0.197985966,
AXL KO,EA,2,8,0.1373073,
AXL KO,EA,2,9,0.149878131,
AXL KO,EA,2,10,0.027667301,
AXL KO,EA,2,11,0.060727489,
AXL KO,EA,2,12,0.169212111,
AXL KO,EA,2,13,0.136830237,
AXL KO,EA,2,14,0.009446141,
AXL KO,EA,2,15,0.177935156,
AXL KO,EA,2,16,0.175338275,
AXL KO,EA,2,17,0.121639852,
AXL KO,EA,2,18,0.191033103,
AXL KO,EA,2,19,0.182996726,
AXL KO,EA,2,20,0.158657188,
AXL KO,EA,2,21,0.033809087,
AXL KO,EA,2,22,0.046193473,
AXL KO,EA,2,23,0.039166563,
AXL KO,EA,2,24,0.149902033,
AXL KO,EA,2,25,0.039091179,
AXL KO,EA,2,26,0.151751596,
AXL KO,EA,2,27,0.018413657,
AXL KO,EA,2,28,0.135864918,
AXL KO,EA,2,29,0.099620369,
AXL KO,EA,2,30,0.144039047,
AXL KO,EA,2,31,0.083480567,
AXL KO,EA,2,32,-0.029128107,
AXL KO,EA,2,33,0.138188557,
AXL KO,EA,2,34,0.174117645,
AXL KO,EA,3,1,0.16754158,
AXL KO,EA,3,2,0.020735137,
AXL KO,EA,3,3,0.038392918,
AXL KO,EA,3,4,0.06738905,
AXL KO,EA,3,5,0.089129805,
AXL KO,EA,3,6,-0.001027395,
AXL KO,EA,3,7,0.14111545,
AXL KO,EA,3,8,0.012155327,
AXL KO,EA,3,9,0.087148332,
AXL KO,EA,3,10,0.024742611,
AXL KO,EA,3,11,0.02570308,
AXL KO,EA,3,12,0.097937983,
AXL KO,EA,3,13,0.090493897,
AXL KO,EA,3,14,0.219701854,
AXL KO,EA,3,15,0.14321921,
AXL KO,EA,3,16,0.135557533,
AXL KO,EA,3,17,0.278080947,
AXL KO,EA,3,18,0.198249164,
AXL KO,EA,3,19,0.055698324,
AXL KO,EA,3,20,0.026635792,
AXL KO,EA,3,21,0.193964731,
AXL KO,EA,3,22,0.029788278,
AXL KO,EA,3,23,0.155612156,
AXL KO,EA,3,24,0.127694987,
AXL KO,EA,3,25,0.251062184,
AXL KO,EA,3,26,0.045880423,
AXL KO,EA,3,27,0.174598654,
AXL KO,EA,3,28,0.226350981,
AXL KO,EA,3,29,0.281147405,
AXL KO,EA,3,30,0.174821404,
AXL KO,EA,3,31,0.116470333,
AXL KO,EA,3,32,-0.044205994,
AXL KO,EA,3,33,0.131221429,
AXL KO,EA,3,34,0.154723811,
AXL KO,EA,3,35,0.041759556,
AXL KO,EA,3,36,0.13661708,
AXL KO,EA,3,37,0.146346367,
AXL KO,EA,3,38,0.074632896,
AXL KO,EA,3,39,0.089193137,
AXL KO,EA,3,40,0.087916669,
AXL KO,EA,3,41,0.121426668,
AXL KO,EA,3,42,0.168907112,
AXL KO,EA,3,43,0.063048708,
AXL KO,EA,3,44,0.112253576,
AXL KO,EA,3,45,0.06066386,
AXL KO,EA,3,46,0.143919118,
AXL KO,EA,3,47,0.038223064,
AXL KO,EA,3,48,0.01628977,
AXL KO,EA,3,49,-0.016415555,
AXL KO,EA,3,50,0.117073107,
AXL KO,EA,3,51,0.181960882,
AXL KO,EA,3,52,0.030569108,
AXL KO,EA,3,53,0.098955897,
AXL KO,EA,3,54,0.152721201,
AXL KO,EA,3,55,0.15996133,
AXL KO,EA,3,56,-0.146246255,
AXL KO,EA,3,57,0.151072035,
AXL KO,EA,3,58,0.155128002,
AXL KO,EA,3,59,0.150384025,
AXL KO,EA,3,60,0.123574313,
AXL KO,EA,3,61,0.05340635,
AXL KO,EA,3,62,0.139743203,
AXL KO,EA,3,63,-0.032414214,
AXL KO,EA,3,64,0.2125591,
AXL KO,EA,3,65,0.13892687,
AXL KO,EA,3,66,0.158756773,
AXL KO,EA,3,67,0.219144494,
AXL KO,EA,3,68,0.198429864,
AXL KO,EA,3,69,0.007232486,
AXL KO,EA,3,70,0.049560488,
AXL KO,EA,3,71,0.196486089,
AXL KO,EA,3,72,0.183579823,
AXL KO,EA,3,73,0.192257467,
AXL KO,EA,3,74,0.196028172,
AXL KO,EA,3,75,0.079395796,
AXL KO,EA,3,76,0.157510416,
AXL KO,EA,3,77,0.115221965,
AXL KO,EA,3,78,0.155226546,
AXL KO,EA,3,79,0.124307025,
AXL KO,EA,3,80,0.281334825,
AXL KO,EA,3,81,0.24492196,
AXL KO,EA,3,82,0.102002394,
AXL KO,EA,3,83,0.061490888,
AXL KO,EA,3,84,0.073870906,
AXL KO,EA,3,85,-0.014802346,
AXL KO,EA,3,86,0.067944714,
AXL KO,EA,3,87,0.207862813,
AXL KO,EA,3,88,0.052517673,
AXL KO,EA,3,89,0.070101073,
AXL KO,EA,3,90,0.00860007,
AXL KO,EA,3,91,0.126031389,
AXL KO,EA,3,92,0.191766813,
AXL KO,EA,3,93,0.178603925,
AXL KO,EA,3,94,0.154883011,
AXL KO,EA,3,95,0.125358375,
AXL KO,EA,3,96,0.08468559,
AXL KO,EA,3,97,0.293173048,
AXL KO,EA,3,98,0.217207212,
